Name,Name (plain),rank,Chemistry,Z (chemical formula units in the unit cell),Chemistry Elements,Elements,Cu redox,localities,Db ID,Paragenetic mode,Metamorphic,Primary,Secondary,Abiotic,Biotic,Mineral name,v,IG,"IG,total","IG,n",Year,ICSD code,discovery,discovery method,max size (cm),color,luster,hard,structure,structure type,   a   ,   b   ,   c   ,   α   ,   β   ,   γ   ,   volume   ,   crystal system   ,   point group   ,   space group   ,multiplicity,   lattice   ,Max Age (Ma),MinDat Locality ID,Unique Ages,Unique Ages (including parents),Locality,Location,Ref,Excel ID
Balkanite,Balkanite,2101,Ag_5_Cu_9_HgS_8_,,Ag Cu Hg S,4,,7,1013,51,0,1,0,1,0,Balkanite,,,,,,,1971,1,0.3,gray,1,3.5,0,,10.62,9.42,3.92,90,90,90,392.158,orthorhombic,2/m2/m2/m,Pmmm,,P,520,20899,5,33,"San Giovanni Mine, Punta Della Torre, Iglesias, Carbonia-Iglesias Province, Sardinia, Italy","39.288055555556,8.5002777777778",EJM9_1005,
Balyakinite,Balyakinite,2971,Cu^2+^Te^4+^O_3_,,Cu Te O,3,2,3,1014,72,0,0,1,0,1,Balyakinite,40,2.722,108.877,0.511,1972,14168,1980,1,0.05,blue,2,3.5,1,,7.604,5.837,12.705,90,90,90,563.906,orthorhombic,2/m2/m2/m,Pmcn,,P,,,0,6,,,,
Bambollaite,Bambollaite,2972,CuSe_2_,,Cu Se Te,3,,1,1015,53,0,1,0,1,0,Bambollaite,,,,,,,1965,1,,gray,1,3,0,,5.466,5.466,5.632,90,90,90,168.268,tetragonal,4/m2/m2/m,I41/amd,,I,48,2361,3,7,"Bambollita Mine (Oriental Mine), Moctezuma, Mun. De Moctezuma, Sonora, Mexico","29.8,-109.66666666667",,
Bandylite,Bandylite,3362,Cu^2+^B(OH)_4_Cl,,Cu B O H Cl,5,2,2,1018,72,0,0,1,0,1,Bandylite,22,2.005,44.107,0.45,2000,56963,1938,7,0.5,blue,2,2.5,1,,6.1805,6.1805,5.5985,90,90,90,213.8565,tetragonal,4/m,P4/n,,P,298,683,1,8,"Taltal, Antofagasta Province, Antofagasta Region, Chile","-25.355277777778,-69.680555555556",USGSOFR2008_1155,
Barlowite,Barlowite,4003,Cu^2+^_4_BrF(OH)_6_,,Cu Br F O H,5,2,1,5849,72,0,0,1,0,1,Barlowite,,,,,,,2010,1,0.05,blue,2,2.5,0,Claringbullite,6.6786,6.6786,9.2744,90,90,120,358.251,hexagonal,6/m2/m2/m,P63/mmc,,P,,,0,4,,,,
Barquillite,Barquillite,4004,Cu_2_CdGeS_4_,,Cu Cd Fe Ge S,5,1,1,1037,51,0,1,0,1,0,Barquillite,,,,,,,1999,1,,,1,4.5,0,Sphalerite,5.45,5.45,10.6,90,90,90,314.847,tetragonal,42m,I42m,,I,,,0,3,,,,
Barrotite,Barrotite,4005,Cu^2+^_9_Al(HSiO_4_)_2_(SO_4_)(HAs^5+^O_4_)_0.5_(OH)_12_·8H_2_O,,Cu Al H Si O S As,7,2,1,6156,72,0,0,1,0,1,Barrotite,,,,,,,2011,1,,,,,0,,10.65,10.65,21.954,90,90,120,2156.47,hexagonal,3,P31,,P,251,6914,1,6,"Roua Mines (Clue De Roua), Daluis, Guillaumes, Alpes-Maritimes, Provence-Alpes-Côte D'Azur, France","44.030277777778,6.8677777777778",,
Bayldonite,Bayldonite,367,Cu^2+^_3_Pb^2+^O(As^5+^O_3_OH)_2_(OH)_2_,,Cu Pb O As H,5,2,174,1063,72,0,0,1,0,1,Bayldonite,36,3.392,122.117,0.656,1979,8268,1865,6,1,green,4,4.5,1,,10.14953333,5.891366667,14.08633333,90,106.039,90,809.5,monoclinic,2/m,C2/c,8,C,2700,108736,54,273,"Sanyati Mine, Kadoma District, Mashonaland West, Zimbabwe","0,0",G82_469,
Beaverite-(Cu),Beaverite-(Cu),470,PbCu^2+^Fe^3+^_2_(SO_4_)_2_(OH)_6_,,Pb Cu Fe S O H,6,2,115,1071,72,0,0,1,0,1,Beaverite-(Cu),20,2.333,46.664,0.54,,,2007,1,0.05,yellow,5,3,1,Alunite-Alunite,7.2199,7.2199,17.0905,90,90,120,771.5425,hexagonal,32/m2/m,R3m,18,R,3200,231,46,249,"Whim Creek Copper Mine (Whim Creek Copper Prospect; Whim Well Mine), Whim Creek, Roebourne Shire, Western Australia, Australia","-20.863888888889,117.8325",USGSOFR2009_1034,
Bechererite,Bechererite,1456,Zn^2+^_7_Cu^2+^(OH)_13_[SiO(OH)_3_S^6+^O_4_],,Zn Cu O H Si S,6,2,9,1072,"72,89",0,0,1,0,1,Bechererite,43,4.099,176.271,0.755,1997,83766,1994,1,0.025,green,2,3,1,,8.319,8.319,7.377,90,90,120,442.133,hexagonal,3,P3,,P,1855,23201,4,27,"Broken Hill South Mine (BHS Mine; South Mine), Broken Hill, Yancowinna Co., New South Wales, Australia","0,0",EG100_633,
Belendorffite,Belendorffite,2656,Cu_7_Hg_6_,,Cu Hg,2,,2,1078,22?,0,1,,1,,Belendorffite,26,3.007,78.172,0.64,1969,56268,1989,1,0.01,,1,4,1,,9.405766667,9.405766667,9.405766667,90.43666667,90.43666667,90.43666667,832.039,hexagonal,3mm,R3m,,R,354,1834,4,12,"Landsberg (Moschellandsberg), Alsenz-Obermoschel, Palatinate, Rhineland-Palatinate, Germany","49.725,7.7808333333333",,
Bellidoite,Bellidoite,2257,Cu_2_Se,,Cu Se,2,,4,1081,51,0,1,0,1,0,Bellidoite,3,1.585,4.755,1,1945,30230,1970,1,0.03,white,1,3,0,,11.52,11.52,11.74,90,90,90,1558.02,tetragonal,4/m,P42/n,,P,416,353,6,25,"El Dragón Mine, Antonio Quijarro Province, Potosí Department, Bolivia","-19.820833333333,-65.916666666667",TMR21_133,
Bellingerite,Bellingerite,4018,Cu^2+^_3_(I^5+^O_3_)_6_·2H_2_O,,Cu I O H,4,2,1,1082,72,0,0,1,0,1,Bellingerite,29,3.892,112.881,0.801,1974,2063,1940,2,0.2,green,2,4,1,,7.248233333,7.9104,7.878666667,104.875,94.42933333,95.703,431.5736667,triclinic,1,P1,,P,35,641,1,6,"Chuquicamata Mine, Chuquicamata District, Calama, El Loa Province, Antofagasta Region, Chile","-22.289444444444,-68.901111111111",USGSOFR2008_1155,
Belloite,Belloite,2258,Cu^2+^(OH)Cl,,Cu O H Cl,4,2,4,1083,72,0,0,1,0,1,Belloite,16,2,32,0.5,1984,38384,1998,1,0.01,green,2,3,1,,5.5535,6.6695,6.1255,90,114.94,90,205.724,monoclinic,2/m,P21/a,,P,23,65989,3,20,"La Cena Del Depósito Concession, Cerro Minado Mines, Cuesta Alta, Huércal-Overa, Almería, Andalusia, Spain","37.372777777778,-1.9538888888889",T169_215,
Benleonardite,Benleonardite,1503,"Ag_15_Cu(Sb,As)_2_S_7_Te_4_",,Ag Cu Sb As S Te,6,,12,1090,53,0,1,0,1,0,Benleonardite,,,,,,,1985,1,0.01,blue,1,3,0,Polybasite,6.603,6.603,12.726,90,90,90,554.849,tetragonal,,,,,1890,18571,8,41,"Långdal Mine, Boliden, Västerbotten, Sweden","64.831944444444,20.269722222222",MD25_50,
Berryite,Berryite,1000,Cu_3_Ag_2_Pb_3_Bi_7_S_16_,,Cu Ag Pb Bi S,5,,33,1105,"52,53",0,1,0,1,0,Berryite,62,4.954,307.16,0.832,2006,156649,1965,1,0.1,gray,1,3.5,1,Meneghinite,12.7115,4.02525,43.4975,90,102.492,90,2172.459,monoclinic,2/m,P21/m,4,P,1900,2501,10,69,"Nordmark Odal Field (Nordmarksberg), Filipstad, Värmland, Sweden","59.825,14.112222222222",MD29_150,
Berzelianite,Berzelianite,664,Cu_2-x_Se (x~0.12),,Cu Se,2,,61,1113,"52,56",0,,,,,Berzelianite,3,0.918,2.755,0.579,1991,41141,1832,6,0.028,gray,1,2.7,1,,5.774454545,5.774454545,5.774454545,90,90,90,192.5986364,cubic,4/m32/m,Fm3m,192,F,2680,203518,35,146,"Great Boulder Mine (Phantom Lode; Great Boulder South; Great Boulder North; Great Boulder Extended), Golden Mile Mines, Kalgoorlie-Boulder, Kalgoorlie-Boulder Shire, Western Australia, Australia","0,0",EG90_845,
Betekhtinite,Betekhtinite,931,"(Cu,Fe)_21_Pb_2_S_15_",,Cu Fe Pb S,4,,37,1116,51,0,1,0,1,0,Betekhtinite,43,3.798,163.329,0.7,1959,26494,1955,2,3.5,black,1,3.5,1,,3.88185,14.7351,22.7645,90,90,90,1302.1285,orthorhombic,2/m2/m2/m,Immm,16,I,1890,3167,16,106,"Långban, Filipstad, Värmland, Sweden","59.853611111111,14.259444444444",PR64_319,
Bezsmertnovite,Bezsmertnovite,2432,"(Au,Ag)_4_Cu(Te,Pb)",,Au Ag Cu Te Pb,5,,4,1121,56,0,1,0,1,0,Bezsmertnovite,,,,,,,1979,1,0.005,gold,1,4.5,0,,4.036,4.025,4.061,90,90,90,65.971,orthorhombic,,,,,145,64180,2,14,"Guilaizhuang Mine, Tongshi Complex, Pingyi Co., Linyi Prefecture, Shandong Province, China","35.370555555556,117.80277777778",OGR31_139,
Bilibinskite,Bilibinskite,2434,Au_3_Cu_2_Pb·nTe^4+^O_2_,,Au Cu Pb Te O,5,,4,1129,51,0,1,0,1,0,Bilibinskite,,,,,,,1978,1,0.05,brown,1,4.5,0,,4.095,4.095,4.095,90,90,90,68.669,cubic,,,,,297.97,144046,1,13,"Duolanasayi Mine (Duolanashayi Mine; Duonalasayi Mine), Habahe Co. (Kaba Co.; Qaba Co.), Aletai Prefecture (Altay Prefecture), Yili Hasake Autonomous Prefecture (Ili Kazakh Autonomous Prefecture), Xinjiang Autonomous Region, China","48.146944444444,86.53",AGS78_506,
Birchite,Birchite,3371,Cd^2+^_2_Cu^2+^_2_(P^5+^O_4_)_2_S^6+^O_4_·5H_2_O,,Cd Cu P O S H,6,2,1,5600,72,0,0,1,0,1,Birchite,88,3.641,320.43,0.564,2008,160403,2006,1,0.03,blue,2,4,1,,10.4859,20.9046,6.163966667,90,90,90,1351.243,orthorhombic,2/m2/m2/m,Pnma,,P,1855,73,1,5,"Block 14 Opencut, Broken Hill, Yancowinna Co., New South Wales, Australia","-31.959166666667,141.475",EG100_633,
Bleasdaleite,Bleasdaleite,4030,"Ca_2_Cu^2+^_5_(Bi^3+^,Cu^2+^)(P^5+^O_4_)_4_(H_2_O,OH,Cl)_13_",,Ca Cu Bi P O H Cl,7,2,1,1155,"37,72",1,0,1,0,1,Bleasdaleite,,,,,,,1998,1,0.002,brown,4,2,0,,14.2,13.832,14.971,90,102.08,90,2875,monoclinic,2/m,C2/m,,C,398,202,1,5,"Lake Boga Granite Quarry, Lake Boga, Swan Hill Rural City, Victoria, Australia","-35.551666666667,143.58138888889",AEJS55_281,
Blossite,Blossite,4031,Cu^2+^_2_V^5+^_2_O_7_,,Cu V O,3,2,1,1158,"22,72",0,1,1,0,1,Blossite,22,2.55,56.107,0.572,1987,40973,1986,1,0.015,black,1,,1,,20.667,8.395333333,6.445333333,90,90,90,1118.308333,orthorhombic,2mm,Fdd2,,F,,,0,0,,,,
Bluebellite,Bluebellite,4032,Cu^2+^_6_(I^5+^O_3_(OH)_3_)(OH)_7_Cl,,Cu I O H Cl,5,2,1,6281,72,0,0,1,0,1,Bluebellite,,,,,,,2013,1,0.002,blue,3,1,0,,8.3017,8.3017,13.259,90,90,120,791.4,hexagonal,3,R3,,R,,,0,3,,,,
Bobkingite,Bobkingite,2987,Cu^2+^_5_Cl_2_(OH)_8_·2H_2_O,,Cu Cl O H,4,2,3,1162,72,0,0,1,0,1,Bobkingite,23,3.045,70.042,0.673,2002,166773,2000,1,0.02,blue,2,3,1,,10.26943333,6.752866667,8.831533333,90,111.3826667,90,570.284,monoclinic,2/m,C2/m,,C,23,65989,2,16,"La Cena Del Depósito Concession, Cerro Minado Mines, Cuesta Alta, Huércal-Overa, Almería, Andalusia, Spain","37.372777777778,-1.9538888888889",T169_215,
Bobmeyerite,Bobmeyerite,4036,Pb^2+^_4_(Al_3_Cu^2+^)(Si_4_O_12_)(S^6+^_0.5_Si_0.5_O_4_)(OH)_7_Cl·3H_2_O,,Pb Al Cu Si O S H Cl,8,2,1,6079,72,0,0,1,0,1,Bobmeyerite,74,3.912,289.5,0.63,,,2012,1,0.03,blue,2,nd,1,Cerchiaraite,13.9605,14.25,5.8965,90,90,90,1173.037,orthorhombic,2/m2/m2/m,Pnnm,,P,,,0,3,,,,
Bogdanovite,Bogdanovite,2107,"(Au,Te,Pb)_3_(Cu,Fe)",,Au Te Pb Cu Fe,5,,5,1165,78,0,0,1,,,Bogdanovite,4,0.811,3.245,0.406,,,1978,1,0.1,brown,1,4.5,1,Auricupride,4.0876,4.0876,4.0876,90,90,90,68.298,cubic,4/m32/m,Pm3m,,P,200.7,3300,2,17,"Campbell Mine (Campbell Shaft), Bisbee, Warren District, Mule Mts, Cochise Co., Arizona, USA","31.424166666667,-109.89444444444",UBCMDRUSP2_1,
Boleite,Boleite,684,KAg^1+^_9_Pb^2+^_26_Cu^2+^_24_Cl_62_(OH)_48_,,K Ag Pb Cu Cl O H,7,2,60,1171,"72,89",0,0,1,0,1,Boleite,194,3.587,695.845,0.472,2000,166507,1891,7,2,blue,2,3.5,1,,15.2935,15.2935,15.2935,90,90,90,3577.017,cubic,4/m32/m,Pm3m,48,P,1855,23201,17,97,"Broken Hill South Mine (BHS Mine; South Mine), Broken Hill, Yancowinna Co., New South Wales, Australia","0,0",EG100_633,
Bonattite,Bonattite,1414,Cu^2+^S^6+^O_4_·3H_2_O,,Cu S O H,4,2,19,1174,72,0,0,1,0,1,Bonattite,30,3.907,117.207,0.796,1968,34679,1957,2,,blue,2,,1,,5.592,13.029,7.341,90,97.05,90,530.808,monoclinic,m,Cc,4,C,408,175692,5,52,"Gayskoe Zn-Cu Deposit (Gayskoye; Gaiskoye), Gay, Orenburgskaya Oblast', Southern Urals, Urals Region, Russia","51.469722222222,58.489722222222",OGR27_203,
Boothite,Boothite,1458,Cu^2+^S^6+^O_4_·7H_2_O,,Cu S O H,4,2,16,1176,"72,89",0,0,1,0,1,Boothite,,,,,,,1903,8,,blue,2,2.5,0,Melanterite,14.19,6.537,10.825,90,106.02,90,965.132,monoclinic,2/m,P21/c,4,P,946,3542,4,39,"Baker, San Bernardino Co., California, USA","35.2425,-116.12611111111",GSAB101_1574,
Borisenkoite,Borisenkoite,,"Cu^2+^_3_[(V^5+^,As^5+^)O_4_]_2_",,Cu V As O,4,2,1,6511,22 *paper not yet published,,,,,,,,,,,,,2016,1,,brown,,,0,Lammerite-β,6.3797,8.6052,11.348,90,91.985,90,622.615,monoclinic,2/m,P21/c,,P,,,,,,,,
Bornite,Bornite,25,Cu_5_FeS_4_,,Cu Fe S,3,1,5022,1183,"12,16,31,51",1,1,0,1,0,Bornite,40,1.533,61.328,0.288,1978,200424,1845,6,6,brown,1,3.25,1,,10.95,21.862,10.95,90,90,90,2621.308,orthorhombic,2/m2/m2/m,Pbca,8,P,3640,3086,1275,3742,"Barberton, Ehlanzeni District, Mpumalanga Province, South Africa","-25.724722222222,31.094444444444",JAES6_681,
Bortnikovite,Bortnikovite,4047,Pd_4_Cu_3_Zn,,Pd Cu Zn,3,,1,5583,"5,18,61",0,1,0,1,0,Bortnikovite,,,,,,,2006,1,0.015,,1,,0,,6,6,8.5,90,90,90,306,tetragonal,4/m2/m2/m,P4/mmm,,P,,,0,2,,,,
Botallackite,Botallackite,836,Cu^2+^_2_Cl(OH)_3_,,Cu Cl O H,4,2,45,1189,"25,72,89",0,,1,,1,Botallackite,18,2.725,49.059,0.654,2005,153707,1865,3,,green,2,,1,Atacamite,5.7199,6.12504,5.63226,90,93.07122,90,197.041,monoclinic,2/m,P21/m,4,P,1305,4026,9,82,"Balmat, Balmat-Edwards Zinc District, St. Lawrence Co., New York, USA","44.269444444444,-75.402777777778",USGSOFR2009_1297,
Bournonite,Bournonite,105,CuPbSbS_3_,,Cu Pb Sb S,4,,973,1193,51,0,1,0,1,0,Bournonite,24,3.085,74.039,0.673,1970,14303,1804,9,11,gray,1,3,1,,8.1526,8.700166667,7.8056,90,90,90,553.6436667,orthorhombic,2mm,Pn21m,8,P,3640,3086,245,962,"Barberton, Ehlanzeni District, Mpumalanga Province, South Africa","-25.724722222222,31.094444444444",JAES6_681,
Bradaczekite,Bradaczekite,2990,NaCu^2+^_4_(As^5+^O_4_)_3_,,Na Cu As O,4,2,1,1200,72,0,0,1,0,1,Bradaczekite,40,3.522,140.877,0.662,2001,94549,2000,1,0.02,blue,3,,1,Alluaudite,12.052,12.433,7.25955,90,117.8675,90,961.6105,monoclinic,2/m,C2/c,,C,3.60E-05,251235,1,8,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.683333333333,160.23333333333",BV43_47,
Braithwaiteite,Braithwaiteite,4053,NaCu^2+^_5_(Ti^4+^Sb^5+^)O_2_(As^5+^O_4_)_4_[As^5+^O_3_(OH)]_2_·8H_2_O,,Na Cu Ti Sb O As H,7,2,1,5611,72,0,0,1,0,1,Braithwaiteite,62,5.051,313.16,0.848,2008,161327,2006,1,0.1,blue,2,2,1,,7.0284,9.87765,10.6772,106.9865,104.302,93.8395,679.378,triclinic,1,P1,,P,,,0,3,,,,
Briartite,Briartite,1661,Cu_2_FeGeS_4_,,Cu Fe Ge S,4,1,12,1221,"41,51",0,1,0,1,0,Briartite,8,1.75,14,0.583,1979,47165,1965,1,0.2,gray,1,4.5,1,Sphalerite,5.325,5.325,10.51,90,90,90,298.018,tetragonal,42m,I42m,16,I,693,4341,6,38,"Kabwe Mine (Broken Hill Mine), Kabwe (Broken Hill), Kabwe District, Central Province, Zambia","-14.483333333333,28.416666666667",MD34_273,
Brochantite,Brochantite,78,Cu^2+^_4_S^6+^O_4_(OH)_6_,,Cu S O H,4,2,1483,1228,72,0,0,1,0,1,Brochantite 2M1,48,3.585,172.078,0.642,2010,168540,1824,9,5,green,2,4,1,,12.96355714,9.861171429,6.026328571,89.89071429,97.55785714,90,758.5574286,monoclinic,2/m,P21/a,4,P,3351,205849,378,1421,"Coppin Gap Cu-Mo Deposit (Spinifex Ridge), Bamboo Creek District, East Pilbara Shire, Western Australia, Australia","-20.888888888889,120.10833333333",USGSOFR2008_1155,
Brodtkorbite,Brodtkorbite,4056,Cu_2_HgSe_2_,,Cu Hg Se,3,,1,1230,51,0,1,0,1,0,Brodtkorbite,,,,,,,1999,1,0.01,gray,1,3,0,,7.492,4.177,7.239,90,114.2,90,206.6,monoclinic,2/m,P21/n,,P,23,9382,1,6,"Tumiñico Mine, Sierra De Cacho, Villa Castelli, General Lamadrid Department, La Rioja, Argentina","-28.832222222222,-68.633055555556",,
Brumadoite,Brumadoite,4060,Cu^2+^_3_Te^6+^O_4_(OH)_4_·5H_2_O,,Cu Te O H,4,2,1,5686,72,0,0,1,0,1,Brumadoite,,,,,,,2008,1,0.0003,blue,2,,0,,8.629,5.805,7.654,90,103.17,90,373.3,monoclinic,,,,,,,0,2,,,,
Bukovite,Bukovite,1809,Cu_4_Tl_2_Se_4_,,Cu Tl Se,3,,9,1244,"31,52",1,1,0,1,0,Bukovite,5,1.522,7.61,0.655,1980,40327,1979,1,0.2,brown,1,2,1,,3.976,3.976,13.7,90,90,90,216.577,tetragonal,4/m2/m2/m,I4/mmm,,I,348.5,771,8,33,"P?edbo?ice, Central Bohemia Region, Bohemia (Böhmen; Boehmen), Czech Republic","0,0",,
Burnsite,Burnsite,4065,KCd^2+^Cu^2+^_7_O_2_(Se^4+^O_3_)_2_Cl_9_,,K Cd Cu O Se Cl,6,2,1,1253,22,0,1,0,1,0,Burnsite,56,2.833,158.643,0.488,2002,96615,2000,1,0.01,red,2,1.5,1,,8.7805,8.7805,15.521,90,90,120,1036.308,hexagonal,6/m2/m2/m,P63/mmc,,P,3.60E-05,20412,1,7,"Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.743055555556,160.27333333333",BV43_47,
Buttgenbachite,Buttgenbachite,1663,Cu^2+^_36_(N^5+^O_3_)_2_Cl_6_(OH)_64_·nH_2_O,,Cu N O Cl H,5,2,8,1263,"72, 85",0,0,1,0,1,Buttgenbachite,124,3.356,416.125,0.483,2003,97934,1925,2,0.1,blue,2,3,1,,15.754,15.754,9.1322,90,90,120,1962.8546,hexagonal,6/m2/m2/m,P63/mmc,,P,1080,55718,5,33,"Centennial No. 2 Shaft, Centennial Mine, Centennial, Houghton Co., Michigan, USA","0,0",EG83_619,
Cabriite,Cabriite,1728,Pd_2_CuSn,,Pd Cu Sn,3,,7,1268,51,0,1,0,1,0,Cabriite,,,,,,,1981,1,0.4,brown,1,4,0,,7.88,7.88,3.94,90,90,90,244.652,orthorhombic,2/m2/m2/m,Pmmm,,P,2060,3091,4,29,"Palabora Mine (Foscor Open Pit; PMC Mine), Loolekop, Phalaborwa, Limpopo Province, South Africa","-23.983333333333,31.066666666667",MD36_189,
Calcioandyrobertsite,Calcioandyrobertsite,2666,KCaCu^2+^_5_(As^5+^O_4_)_4_[As^5+^(OH)_2_O_2_]·2H_2_O,,K Ca Cu As O H,6,2,3,1280,72,0,0,1,0,1,Calcioandyrobertsite 2O,136,4.323,587.895,0.61,2004,55438,1997,1,1,blue,2,3,1,Andyrobertsite,19.647,10.087,9.963,90,90,90,1974.46,orthorhombic,2/m2/m2/m,Pnma,,P,541,2428,2,13,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Otjikoto Region (Oshikoto), Namibia","-19.25,17.7",,
Calciopetersite,Calciopetersite,2997,Cu^2+^_6_Ca(PO_4_)_2_(PO_3_OH)(OH)_6_·3H_2_O,,Cu Ca P O H,5,2,3,5410,72,0,0,1,0,1,Calciopetersite,62,3.033,188.062,0.509,,,2001,1,0.04,green,2,nd,0,Mixite,13.29425,13.29425,5.88655,90,90,120,901,hexagonal,6/m,P63/m,,P,343,15816,1,11,"Altväter Samt Eschig Mine, Sayda, Clausnitz - Sayda District, Erzgebirge, Saxony, Germany","0,0",NJMA187_289,
Caledonite,Caledonite,223,Cu^2+^_2_Pb^2+^_5_(S^6+^O_4_)_3_(CO_3_)(OH)_6_,,Cu Pb S O C H,6,2,334,1295,72,0,0,1,0,1,Caledonite,72,4.337,312.235,0.703,2009,164674,1832,4,2.5,blue,2,3,1,,20.09325,7.1445,6.56325,90,90,90,942.19525,orthorhombic,2mm,Pmn21,8,P,1855,72,84,378,"Broken Hill, Yancowinna Co., New South Wales, Australia","-31.966111111111,141.46777777778",EG100_633,
Callaghanite,Callaghanite,1902,Cu^2+^_2_Mg_2_CO_3_(OH)_6_·2H_2_O,,Cu Mg C O H,5,2,6,1297,72,0,0,1,0,1,Callaghanite,32,3.125,100,0.625,1973,28268,1954,2,0.3,blue,2,3.5,1,,9.415,11.76633333,8.827733333,90,107.355,90,925.2946667,monoclinic,2/m,C2/c,,C,,,0,18,,,,
Calumetite,Calumetite,1666,Cu^2+^(OH)_2_·2H_2_O,,Cu O H,3,2,10,1299,72,0,0,1,0,1,Calumetite,,,,,,,1963,8,,blue,6,2,0,Anthonyite,5.31325,5.31325,5.31325,90,90,90,150.005,cubic,,,,,1082,3856,6,37,"White Pine Mine, White Pine, Ontonagon Co., Michigan, USA","46.75,-89.55",G12_259,
Calvertite,Calvertite,4081,Cu_5_Ge_0.5_S_4_,,Cu Ge S,3,,1,5523,51,0,1,0,1,0,Calvertite,,,,,,,2006,1,0.01,black,1,5,0,,,,,,,,,,,,,,541,2428,1,4,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Otjikoto Region (Oshikoto), Namibia","-19.25,17.7",,
Camérolaite,Camerolaite,5065,Cu^2+^_6_Al_3_(OH)_18_(H_2_O)_2_[Sb^5+^(OH)_6_](S^6+^O_4_),,Cu Al O H Sb S,6,2,10,1301,72,0,0,1,0,1,Camérolaite,,,,,,,1990,1,0.2,blue,2,,0,Cyanotrichite,10.765,2.903,12.527,90,95.61,90,389.6,monoclinic,,,,,387,1782,2,22,"Clara Mine, Rankach Valley, Oberwolfach, Wolfach, Black Forest, Baden-Württemberg, Germany","48.383333333333,8.2463888888889",EJM21_817,
Cameronite,Cameronite,4084,"Cu_5-x_(Cu,Ag)_3+x_Te_10_ (x = 0.43)",,Cu Ag Te,3,,1,1302,51,0,1,0,1,0,Cameronite,126,5.025,633.137,0.72,,,1984,1,0.02,gray,1,4,1,,17.906,17.927,21.23,90,98.081,90,6747.2,monoclinic,2/m,C2/c,,C,,,0,3,,,,
Campigliaite,Campigliaite,2268,Cu^2+^_4_Mn^2+^(S^6+^O_4_)_2_(OH)_6_·4H_2_O,,Cu Mn S O H,5,2,6,1305,72,0,0,1,0,1,Campigliaite,78,5.285,412.261,0.841,1982,30797,1981,1,0.02,blue,2,,1,Devilline,21.707,6.098,11.245,90,100.3,90,1464.506,monoclinic,2,C2,,C,1703,74,1,13,"Kintore Opencut, Broken Hill, Yancowinna Co., New South Wales, Australia","-31.968611111111,141.46083333333",EG110_1027,
Carbonatecyanotrichite,Carbonatecyanotrichite,558,Cu^2+^_4_Al_2_CO_3_(OH)_12_·2H_2_O,,Cu Al C O H,5,2,87,1324,72,0,0,1,0,1,Carbonatecyanotrichite,,,,,,,1963,1,0.5,blue,2,2,0,Cyanotrichite,,,,,,,,,,,,,1060,3847,17,139,"Keweenaw Co., Michigan, USA","47.404444444444,-88.064722222222",EG83_619,
Carrollite,Carrollite,416,Cu^1+^Co^3+^_2_S_4_,,Cu Co S,3,1,139,1343,51,0,1,0,1,0,Carrollite,14,1.379,19.303,0.362,1974,52943,1852,9,10,gray,1,5.5,1,Spinel,,,,,,,,,,,,,2716,4381,83,326,"Kidd Creek Mine (Kidd Mine), Kidd Township, Timmins Area, Cochrane District, Ontario, Canada","48.69,-81.366666666667",USGSOFR2009_1034,
Catamarcaite,Catamarcaite,3408,Cu_6_GeWS_8_,,Cu Ge W S,4,,1,5233,51,0,1,0,1,0,Catamarcaite,32,2.811,89.961,0.562,,,2003,1,0.1,gray,1,3.5,1,,7.5238,7.5238,12.39,90,90,120,607.402,hexagonal,6mm,P63mc,,P,9,222467,1,5,"La Rosario Vein, Capillitas Mine, Andalgalá Department, Catamarca, Argentina","0,0",MGSA154_791,
Centennialite,Centennialite,4106,CaCu^2+^_3_Cl_2_(OH)_6_·nH_2_O (n ~ 0.7),,Ca Cu Cl O H,5,2,1,6271,72,0,0,1,0,1,Centennialite,,,,,,,2013,1,,,,,0,Atacamite,6.663,6.663,5.8041,90,90,120,223.154,hexagonal,32/m2/m,P3m1,,P,1080,3844,1,5,"Centennial Mine, Centennial, Houghton Co., Michigan, USA","47.258333333333,-88.428611111111",EG83_619,
?ernýite,Cernyite,2112,Cu_2_CdSnS_4_,,Cu Cd Sn S,4,,7,1369,16,0,1,0,1,0,Cernyite,8,1.75,14,0.583,1978,200421,1976,1,0.02,gray,1,4,1,Sphalerite,5.479,5.479,10.8385,90,90,90,325.3675,tetragonal,42m,I42m,,I,2647,505,1,18,"Tanco Mine (Bernic Lake Mine), Bernic Lake, Lac-du-Bonnet Area, Manitoba, Canada","50.433333333333,-95.45",GSLSP350_7,
Ceruleite,Ceruleite,1331,Cu^2+^_2_Al_7_(As^5+^O_4_)_4_(OH)_13_·11.5H_2_O,,Cu Al As O H,5,2,13,1371,"72,89",0,0,1,0,1,Ceruleite,,,,,,,1900,4,0.0005,blue,2,6,0,,14.359,14.687,7.44,96.06,93.19,91.63,1556.9,triclinic,,,,,225,1747,2,31,"Cap Garonne Mine, Le Pradet, Var, Provence-Alpes-Côte D'Azur, France","43.081111111111,6.035",USGSOFR03_107,
