Max Age (Ma),Min Age (Ma),mindat ID,Locality containing Mineral,Country,Tectonic Settings,Dated Locality ID,Dated Locality (Max Age),Reference (Max Age),Reference (Min Age),Excel ID (Max Age),Excel ID (Min Age),Query Minerals,# of Query Minerals at Locality
179,103,12947,"Mas Lavayre, Lodève, Hérault, Occitanie, France",France,,1715,"Rabejac, Lodève, Hérault, Occitanie, France",MD19_44,MD19_44,Mo-00012,Mo-00012,"Andersonite, Autunite, Bayleyite, Deliensite, Meta-autunite, Metatorbernite, Metazeunerite, Saléeite, Torbernite, Uraninite, Uranophane-α, Uranopilite, Zeunerite, Zippeite",14
,,1749,"Oklo Mine, Franceville, Haut-Ogooué Province, Gabon",Gabon,,,,,,,,"Bassetite, Coffinite, Curienite, Dewindtite, Fourmarierite, Francevillite, Kasolite, Metavanuralite, Rutherfordine, Torbernite, Uraninite, Uranophane-α, Vanuralite, Wölsendorfite",14
250,201,1783,"Anton Mine (St. Anton Mine), Heubach Valley, Wittichen, Schenkenzell, Black Forest, Baden-Württemberg, Germany",Germany,,13883,"Wittichen, Schenkenzell, Black Forest, Baden-Württemberg, Germany",MD47_251,MD47_251,Kristen002290,Kristen002290,"Arsenuranospathite, Billietite, Heinrichite, Kasolite, Metaheinrichite, Metanováčekite, Metazeunerite, Nováčekite-I, Uraninite, Uranophane-α, Uranospinite, Vandendriesscheite, Wölsendorfite, Zeunerite",14
327,231,12019,"Johannesschacht Mine, Wölsendorf, Schwarzach Bei Nabburg, Wölsendorf East District, Wölsendorf Fluorite Mining District, Upper Palatinate, Bavaria, Germany",Germany,,1774,"Wölsendorf Fluorite Mining District, Upper Palatinate, Bavaria, Germany",CMP106_440,CMP106_440,Co-00062,Co-00061,"Autunite, Dewindtite, Dumontite, Fourmarierite, Ianthinite, Johannite, Kasolite, Parsonsite, Schoepite, Sklodowskite, Torbernite, Uraninite, Uranocircite-II, Uranophane-α",14
354,248,14821,"Schweisweiler-Winnweiler U Occurrence, Winnweiler, Palatinate, Rhineland-Palatinate, Germany",Germany,,14243,"Rhineland-Palatinate, Germany",,,Hg-00059,Hg-00059,"Carnotite, Coffinite, Francevillite, Kasolite, Metaheinrichite, Metakahlerite, Metanováčekite, Metauranospinite, Metazeunerite, Natrouranospinite, Nováčekite-I, Uraninite, Uranophane-α, Uranospinite",14
310,100,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",Germany,,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",BOOK_MPLMEV_2008,OGR28_1,Alexandra-0429,Co-00001,"Becquerelite, Bergenite, Curite, Fourmarierite, Liebigite, Metatyuyamunite, Metavanmeersscheite, Nováčekite-I, Phosphuranylite, Schröckingerite, Soddyite, Trögerite, Uranosphaerite, Zippeite",14
,,1327,"South Terras Mine (Resugga & Tolgarrick Mine; Union Mine; Uranium Mine), St Stephen, St Stephen-in-Brannel, St Austell District, Cornwall, England, UK",UK,,,,,,,,"Autunite, Bassetite, Coffinite, Francevillite, Metasaléeite, Metatorbernite, Metazeunerite, Rutherfordine, Saléeite, Torbernite, Trögerite, Uraninite, Zeunerite, Zippeite",14
,,3294,"Monument No. 2 Mine, Monument No. 2 Channel, Yazzi Mesa, Monument Valley, Navajo Indian Reservation, Apache Co., Arizona, USA",USA,,,,,,,,"Autunite, Becquerelite, Carnotite, Coffinite, Fourmarierite, Metatyuyamunite, Metazeunerite, Rauvite, Schoepite, Tyuyamunite, Uraninite, Uranophane-α, Uvanite, Vandendriesscheite",14
351,347,3780,"Dunton Gem Quarry, Newry, Oxford Co., Maine, USA",USA,,3280,"Foote Lithium Co. Mine (Foote Mine), Kings Mountain District, Cleveland Co., North Carolina, USA",CM52_183,CM52_183,Bradley_2012_149,Bradley_2012_149,"Autunite, Fourmarierite, Meta-autunite, Metatorbernite, Metavanmeersscheite, Phosphuranylite, Rutherfordine, Schoepite, Torbernite, Uraninite, Uranophane-α, Vandendriesscheite, Vanmeersscheite, Wölsendorfite",14
,,33623,"Woodrow Mine (Woodrow Breccia Pipe), Laguna District, Cibola Co., New Mexico, USA",USA,,,,,,,,"Autunite, Becquerelite, Chernikovite, Coffinite, Cuprosklodowskite, Johannite, Meta-autunite, Metatorbernite, Nováčekite-I, Sabugalite, Torbernite, Uraninite, Uranopilite, Zippeite",14
0,0,38665,"Blue Lizard Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA",USA,,,,AM102_595,AM102_595,Anthropocene-010,Anthropocene-010,"Alwilkinsite-(Y), Belakovskiite, Bluelizardite, Bobcookite, Fermiite, Klaprothite, Marécottite, Meisserite, Oppenheimerite, Ottohahnite, Péligotite, Plášilite, Pseudojohannite, Wetherillite",14
35,19,4231,"Lucky MC Mine (Lucky Mac), Gas Hills District, Fremont Co., Wyoming, USA",USA,,7200,"Gas Hills District, Fremont Co., Wyoming, USA",,,Mo-00091,Mo-00091,"Coffinite, Liebigite, Meta-autunite, Metatorbernite, Metazellerite, Metazeunerite, Phosphuranylite, Rutherfordine, Sabugalite, Schoepite, Soddyite, Uraninite, Uranophane-α, Zellerite",14
330,304,155727,"Medvědín (Horní Mísečky), Špindlerův Mlýn (Spindlermühle), Krkonoše Mtn (Riesengebirge), Hradec Králové Region, Bohemia (Böhmen; Boehmen), Czech Republic",Czech Republic,,145731,"Krkonoše Mtn (Riesengebirge), Hradec Králové Region, Bohemia (Böhmen; Boehmen), Czech Republic",IAEA-CN-128,IAEA-CN-128,IAEA-CN-128_Sulovsky_0005,IAEA-CN-128_Sulovsky_0005,"Autunite, Dewindtite, Kasolite, Meta-autunite, Metatorbernite, Parsonsite, Phosphuranylite, Saléeite, Torbernite, Uraninite, Uranophane-α, Walpurgite, Zeunerite",13
675,483,14740,"Swambo Hill (Swambo Mine), Swambo, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)",Democratic Republic Of Congo (Zaïre),,4332,"Luiswishi Mine, Lubumbashi (Elizabethville), Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)",OGR40_81,OGR40_81,Kristen002307,Kristen002312,"Billietite, Curite, Dewindtite, Ianthinite, Kasolite, Metatorbernite, Sklodowskite, Soddyite, Studtite, Swamboite-(Nd), Torbernite, Uranophane-α, Vandenbrandeite",13
,,12863,"Le Boucheron, Davignac, Corrèze, Nouvelle-Aquitaine, France",France,,,,,,,,"Autunite, Coffinite, Johannite, Meta-autunite, Metatorbernite, Phosphuranylite, Phurcalite, Sabugalite, Studtite, Torbernite, Uranocircite-II, Uranophane-α, Uranopilite",13
,,32250,"La Dorgissière Mine, Saint-Amand-sur-Sèvre, Deux-Sèvres, Nouvelle-Aquitaine, France",France,,,,,,,,"Autunite, Coffinite, Ianthinite, Metatorbernite, Phosphuranylite, Rutherfordine, Sabugalite, Saléeite, Schoepite, Studtite, Torbernite, Uraninite, Uranophane-α",13
,,15243,"Hawks Crag Breccia, Buller River, South Island, New Zealand",New Zealand,,,,,,,,"Autunite, Becquerelite, Coffinite, Meta-autunite, Metatorbernite, Rutherfordine, Saléeite, Schoepite, Sklodowskite, Torbernite, Tyuyamunite, Uraninite, Uranophane-α",13
,,9863,"Bjertnes Pegmatite, Krøderen Lake, Krødsherad, Buskerud, Norway",Norway,,,,,,,,"Clarkeite, Fourmarierite, Joliotite, Kamotoite-(Y), Kasolite, Liebigite, Metazellerite, Rutherfordine, Studtite, Urancalcarite, Uraninite, Uranophane-α, Zellerite",13
,,888,"Wheal Edward, Botallack, St Just, St Just District, Cornwall, England, UK",UK,,,,,,,,"Autunite, Compreignacite, Metasaléeite, Metatorbernite, Metazeunerite, Saléeite, Torbernite, Uraninite, Uranophane-α, Uranopilite, Vandenbrandeite, Zeunerite, Zippeite",13
,,116231,"Gertrude (G-Pit), Maybell Mines, Maybell District, Moffat Co., Colorado, USA",USA,,,,,,,,"Autunite, Becquerelite, Carnotite, Coffinite, Liebigite, Meta-autunite, Metatorbernite, Metatyuyamunite, Schoepite, Schröckingerite, Tyuyamunite, Uraninite, Uranophane-α",13
,,30136,"Lookout No. 22 Claim, Marshall Pass District, Saguache Co., Colorado, USA",USA,,,,,,,,"Autunite, Becquerelite, Boltwoodite, Fourmarierite, Ianthinite, Kasolite, Meta-autunite, Metazeunerite, Schoepite, Soddyite, Uraninite, Uranophane-α, Zeunerite",13
,,29588,"Apex Mine (Rundberg Mine; Early Day Mine), Reese River District, Lander Co., Nevada, USA",USA,,,,,,,,"Čejkaite, Andersonite, Autunite, Coffinite, Meta-autunite, Metatorbernite, Natrozippeite, Rutherfordine, Torbernite, Uraninite, Uranocircite-II, Uranopilite, Zippeite",13
,,3281,"Ruggles Mine, Grafton, Grafton Co., New Hampshire, USA",USA,,,,,,,,"Autunite, Kasolite, Meta-autunite, Metatorbernite, Parsonsite, Paulscherrerite, Phosphuranylite, Schoepite, Soddyite, Torbernite, Uraninite, Uranophane-α, Vandendriesscheite",13
,,29791,"Posey Mine (Posey Group), Red Canyon, White Canyon District, San Juan Co., Utah, USA",USA,,,,,,,,"Andersonite, Becquerelite, Cuprosklodowskite, Johannite, Meta-autunite, Metatorbernite, Phosphuranylite, Phurcalite, Schoepite, Torbernite, Uraninite, Uranophane-α, Zippeite",13
220,220,4142,"Happy Jack Mine (Blue Dike Mine), White Canyon, White Canyon District, San Juan Co., Utah, USA",USA,,4142,"Happy Jack Mine (Blue Dike Mine), White Canyon, White Canyon District, San Juan Co., Utah, USA",USGSOFR03_107,USGSOFR03_107,sedcu-00689,sedcu-00689,"Becquerelite, Boltwoodite, Carnotite, Metatyuyamunite, Natrozippeite, Phosphuranylite, Rabejacite, Sabugalite, Schoepite, Uraninite, Uranophane-α, Uranopilite, Zippeite",13
,,106091,"Zadní Chodov (Hinterkotten), Planá U Mariánských Lázní (Plan), Plzeň Region, Bohemia (Böhmen; Boehmen), Czech Republic",Czech Republic,,,,,,,,"Bassetite, Brannerite, Calciouranoite, Clarkeite, Coffinite, Cuprosklodowskite, Dewindtite, Schröckingerite, Soddyite, Uraninite, Uranocircite-II, Uranosphaerite",12
,,12929,"Bigay Mine, Lachaux, Puy-Guillaume, Puy-de-Dôme, Auvergne-Rhône-Alpes, France",France,,,,,,,,"Autunite, Becquerelite, Dewindtite, Ianthinite, Kasolite, Metatorbernite, Parsonsite, Schoepite, Torbernite, Uraninite, Uranophane-α, Uranopilite",12
,,1711,"Uranium Deposit (Kruth 2), Kruth, Thur Valley (Thann Valley), Haut-Rhin, Grand Est, France",France,,,,,,,,"Billietite, Coffinite, Curite, Heinrichite, Metazeunerite, Schröckingerite, Sharpite, Torbernite, Uraninite, Uranophane-α, Wölsendorfite, Zeunerite",12
,,1750,"Mounana Mine (Mouana Mine), Franceville, Haut-Ogooué Province, Gabon",Gabon,,,,,,,,"Carnotite, Coffinite, Curienite, Dewindtite, Francevillite, Johannite, Kasolite, Metavanuralite, Torbernite, Uraninite, Uranopilite, Vanuralite",12
,,1769,"Hagendorf South Pegmatite (Cornelia Mine; Hagendorf South Open Cut), Hagendorf, Waidhaus, Upper Palatinate, Bavaria, Germany",Germany,,,,,,,,"Autunite, Bassetite, Chernikovite, Lehnerite, Meta-autunite, Metatorbernite, Petscheckite, Samarskite-(Y), Torbernite, Uraninite, Uranophane-α, Uranosphaerite",12
310,100,1848,"Schneeberg District, Erzgebirge, Saxony, Germany",Germany,,1887,"Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany",BOOK_MPLMEV_2008,OGR28_1,Alexandra-0429,Co-00001,"Autunite, Becquerelite, Coffinite, Cuprosklodowskite, Curite, Fourmarierite, Fritzscheite, Johannite, Meta-autunite, Metasaléeite, Rutherfordine, Schoepite",12
,,12683,"Kővágószőlős, Mecsek Mts, Baranya Co., Hungary",Hungary,,,,,,,,"Čejkaite, Andersonite, Autunite, Brannerite, Clarkeite, Coffinite, Curite, Deliensite, Liebigite, Schoepite, Uraninite, Uranopilite",12
,,25826,"Malpensata Pegmatitic Dyke (Olgiasca-Malpensata; Croce Quarry; Secondi Dyke), Piona Peninsula, Colico, Lecco Province, Lombardy, Italy",Italy,,,,,,,,"Autunite, Becquerelite, Fourmarierite, Meta-autunite, Metatorbernite, Phosphuranylite, Rutherfordine, Sabugalite, Saléeite, Torbernite, Uraninite, Uranophane-α",12
,,17009,"Nopal No. 1 Mine, Sierra Peña Blanca, Peña Blanca District, Mun. De Aldama, Chihuahua, Mexico",Mexico,,,,,,,,"Becquerelite, Boltwoodite, Carnotite, Ianthinite, Metaschoepite, Orthobrannerite, Schoepite, Soddyite, Uraninite, Uranophane-α, Vorlanite, Weeksite",12
,,26988,"Pinhal Do Souto Mine, Tragos, Chãs De Tavares, Mangualde, Viseu District, Portugal",Portugal,,,,,,,,"Autunite, Chernikovite, Dewindtite, Kasolite, Meta-autunite, Metatorbernite, Parsonsite, Phosphuranylite, Sabugalite, Torbernite, Uraninite, Uranophane-α",12
,,56313,"Rietkuil, Beaufort West, Central Karoo District, Western Cape Province, South Africa",South Africa,,,,,,,,"Autunite, Iriginite, Meta-autunite, Metakahlerite, Metatorbernite, Metazeunerite, Torbernite, Uraninite, Uranophane-α, Uranospathite, Uranospinite, Zeunerite",12
,,1296,"Geevor Mine (North Levant Mine), Pendeen, St Just, St Just District, Cornwall, England, UK",UK,,,,,,,,"Andersonite, Autunite, Becquerelite, Coffinite, Compreignacite, Cuprosklodowskite, Johannite, Metazeunerite, Natrozippeite, Schröckingerite, Uraninite, Uranopilite",12
,,5186,"Needle's Eye Mine, Needle's Eye, Dumfries & Galloway, Scotland, UK",UK,,,,,,,,"Boltwoodite, Kahlerite, Meta-autunite, Metakahlerite, Metazeunerite, Schoepite, Uraninite, Uranophane-α, Vandendriesscheite, Walpurgite, Widenmannite, Zeunerite",12
,,118607,"Pitch Mine (Pitch Tunnel; Erie No. 28 Claim; Pinnacle Mine), Marshall Pass District, Saguache Co., Colorado, USA",USA,,,,,,,,"Autunite, Coffinite, Fourmarierite, Ianthinite, Liebigite, Meta-autunite, Metatorbernite, Sabugalite, Torbernite, Uraninite, Uranophane-α, Zippeite",12
,,3942,"Palermo No. 1 Mine (Palermo No. 1 Pegmatite; Hartford Mine; GE Mine), Groton, Grafton Co., New Hampshire, USA",USA,,,,,,,,"Autunite, Compreignacite, Meta-autunite, Metatorbernite, Paulscherrerite, Phosphuranylite, Rutherfordine, Schoepite, Torbernite, Uraninite, Uranophane-α, Vandendriesscheite",12
23,15,4171,"Freedom No. 2 Mine, Marysvale District (Marysvale Uranium Area), Piute Co., Utah, USA",USA,,4161,"Marysvale District (Marysvale Uranium Area), Piute Co., Utah, USA",EG77_453,EG77_453,Hg-00040,Hg-00040,"Autunite, Meta-autunite, Metatorbernite, Phosphuranylite, Sabugalite, Schröckingerite, Sklodowskite, Torbernite, Uraninite, Uranophane-α, Zeunerite, Zippeite",12
,,38660,"Gray Dawn Mine (Little Don Mine; Grey Dawn), Paradox Valley District, Paradox Valley, San Juan Co., Utah, USA",USA,,,,,,,,"Carnotite, Coffinite, Metatorbernite, Metatyuyamunite, Nováčekite-I, Phosphuranylite, Saléeite, Torbernite, Tyuyamunite, Uraninite, Uranophane-α, Uranospathite",12
,,35984,"Hideout Mine (Hideout No. 1 Mine), Deer Flat, White Canyon, White Canyon District, San Juan Co., Utah, USA",USA,,,,,,,,"Bayleyite, Becquerelite, Carnotite, Johannite, Phosphuranylite, Rabbittite, Schoepite, Schröckingerite, Torbernite, Uraninite, Uranophane-α, Zippeite",12
,,41646,"Koongarra Deposit, Kakadu, West Arnhem Region, Northern Territory, Australia",Australia,,,,,,,,"Curite, Dewindtite, Fourmarierite, Kasolite, Metatorbernite, Saléeite, Sklodowskite, Uraninite, Uranophane-α, Vandendriesscheite, Wölsendorfite",11
,,253267,"Pegmatite Quarries, Perus, São Paulo, São Paulo, Brazil",Brazil,,,,,,,,"Autunite, Bassetite, Chernikovite, Haiweeite, Meta-autunite, Metatorbernite, Phosphuranylite, Phurcalite, Torbernite, Uranophane-α, Weeksite",11
,,19715,"Le Bonot, Berné, Morbihan, Brittany, France",France,,,,,,,,"Autunite, Bassetite, Dewindtite, Sabugalite, Saléeite, Sklodowskite, Torbernite, Uraninite, Uranocircite-II, Uranophane-α, Uranopilite",11
,,19713,"Kerségalec, Lignol, Morbihan, Brittany, France",France,,,,,,,,"Autunite, Curite, Dewindtite, Kasolite, Phosphuranylite, Torbernite, Uraninite, Uranocircite-II, Uranophane-α, Uranosphaerite, Wölsendorfite",11
,,23815,"Bangombé, Franceville, Haut-Ogooué Province, Gabon",Gabon,,,,,,,,"Autunite, Bassetite, Chernikovite, Coffinite, Fourmarierite, Françoisite-(Nd), Ningyoite, Schoepite, Torbernite, Uraninite, Uranopilite",11
250,201,4431,"Schmiedestollen Dump, Wittichen, Schenkenzell, Black Forest, Baden-Württemberg, Germany",Germany,,13883,"Wittichen, Schenkenzell, Black Forest, Baden-Württemberg, Germany",MD47_251,MD47_251,Kristen002290,Kristen002290,"Heinrichite, Metaheinrichite, Metazeunerite, Nováčekite-I, Studtite, Uraninite, Uranophane-α, Uranospinite, Wölsendorfite, Zeunerite, Zippeite",11
200,100,22445,"Oelsnitz, Vogtland, Saxony, Germany",Germany,,33999,"Zschopau, Erzgebirge, Saxony, Germany",BOOK_MPLMEV_2008,BOOK_MPLMEV_2008,Alexandra-0433,Alexandra-0433,"Asselbornite, Bassetite, Curite, Dewindtite, Dumontite, Fourmarierite, Hügelite, Kasolite, Parsonsite, Vandendriesscheite, Wölsendorfite",11
,,29926,"Novazza Mine, Valgoglio, Seriana Valley, Bergamo Province, Lombardy, Italy",Italy,,,,,,,,"Autunite, Curite, Metatorbernite, Schoepite, Studtite, Torbernite, Uraninite, Uranophane-α, Uranopilite, Vandendriesscheite, Zinczippeite",11
510,450,3085,"Rössing Uranium Mine, Arandis, Swakopmund District, Erongo Region, Namibia",Namibia,,3085,"Rössing Uranium Mine, Arandis, Swakopmund District, Erongo Region, Namibia",CGSN8_5,CGSN8_5,Scott-CGSN8_5-0007,Scott-CGSN8_5-0008,"Boltwoodite, Brannerite, Carnotite, Coffinite, Haiweeite, Metahaiweeite, Metatorbernite, Thorutite, Tyuyamunite, Uraninite, Uranophane-α",11
,,1275,"Loe Warren Zawn, Botallack, St Just, St Just District, Cornwall, England, UK",UK,,,,,,,,"Boltwoodite, Dewindtite, Kasolite, Rutherfordine, Torbernite, Trögerite, Uraninite, Vandendriesscheite, Wölsendorfite, Widenmannite, Zeunerite",11
,,116256,"Marge Group, Maybell Mines, Maybell District, Moffat Co., Colorado, USA",USA,,,,,,,,"Autunite, Becquerelite, Carnotite, Coffinite, Meta-autunite, Metatyuyamunite, Phosphuranylite, Schoepite, Tyuyamunite, Uraninite, Uranophane-α",11
13,13,19321,"Temple Mountain, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",USA,,19321,"Temple Mountain, San Rafael District (San Rafael Swell), Emery Co., Utah, USA",GSAB100_1069,GSAB100_1069,GSAB100_1069_tbl1_text,GSAB100_1069_tbl1_text,"Abernathyite, Bassetite, Carnotite, Coffinite, Heinrichite, Metazeunerite, Rauvite, Tyuyamunite, Uraninite, Uvanite, Zeunerite",11
,,38672,"White Canyon No. 1 Mine (Cameo Mine), Fry Mesa, White Canyon, White Canyon District, San Juan Co., Utah, USA",USA,,,,,,,,"Carnotite, Johannite, Liebigite, Metatorbernite, Metazellerite, Torbernite, Uraninite, Uranophane-α, Voglite, Zellerite, Zippeite",11
,,7194,"Crooks Gap-Green Mountain District, Fremont Co., Wyoming, USA",USA,,,,,,,,"Autunite, Becquerelite, Carnotite, Coffinite, Liebigite, Metatyuyamunite, Phosphuranylite, Schröckingerite, Tyuyamunite, Uraninite, Uranophane-α",11
,,45221,"Anna Adit, Mitterberg District, St Johann Im Pongau, Salzburg, Austria",Austria,,,,,,,,"Autunite, Becquerelite, Brannerite, Fourmarierite, Meta-autunite, Studtite, Uraninite, Uranospinite, Zeunerite, Zippeite",10
1510,1395,515,"Port Radium District, Great Bear Lake, Mackenzie District, Northwest Territories, Canada",Canada,,516,"Echo Bay Mine (Cross Fault Shaft), Port Radium District, Great Bear Lake, Mackenzie District, Northwest Territories, Canada",CJES19_1428,CJES19_1428,Kristen002129,Kristen002129,"Becquerelite, Cuprosklodowskite, Curite, Fourmarierite, Johannite, Liebigite, Uranophane-α, Wölsendorfite, Zeunerite, Zippeite",10
93,93,14754,"Xiazhuang Uranium Ore Field (Xiwang Uranium Ore Field), Wengyuan Co., Shaoguan Prefecture, Guangdong Province, China",China,,14754,"Xiazhuang Uranium Ore Field (Xiwang Uranium Ore Field), Wengyuan Co., Shaoguan Prefecture, Guangdong Province, China",MD48_267,MD48_267,Kristen002025,Kristen002025,"Autunite, Becquerelite, Calciouranoite, Fourmarierite, Metatorbernite, Schoepite, Torbernite, Uranocircite-II, Uranophane-α, Yingjiangite",10
,,225820,"Baitou U Deposit (Baiti U Deposit), Xiushui Uranium Ore Field, Xiushui Co., Jiujiang Prefecture, Jiangxi Province, China",China,,,,,,,,"Autunite, Bassetite, Coffinite, Torbernite, Tyuyamunite, Uraninite, Uranocircite-II, Uranophane-α, Uranospathite, Zeunerite",10
,,225821,"Baofengyuan U Deposit (Baoyan U Deposit), Xiushui Uranium Ore Field, Xiushui Co., Jiujiang Prefecture, Jiangxi Province, China",China,,,,,,,,"Autunite, Bassetite, Coffinite, Torbernite, Tyuyamunite, Uraninite, Uranocircite-II, Uranophane-α, Uranospathite, Zeunerite",10
348.5,130,245583,"Jánská Vein, Březové Hory Deposit, Březové Hory Ore Region (Birkenberg), Příbram, Central Bohemia Region, Bohemia (Böhmen; Boehmen), Czech Republic",Czech Republic,,189027,"Petrackova Hora, Hvožďany, Příbram District, Central Bohemia Region, Bohemia (Böhmen; Boehmen), Czech Republic",JG54_1,IAEA-TECDOC_1258,JG54_1-00004,Kristen002440,"Compreignacite, Kasolite, Masuyite, Metalodèvite, Uranophane-α, Uranopilite, Wölsendorfite, Widenmannite, Zinczippeite, Zippeite",10
,,123052,"Kladská, Mariánské Lázně (Marienbad), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic",Czech Republic,,,,,,,,"Autunite, Meta-autunite, Phosphuranylite, Saléeite, Studtite, Torbernite, Uranosphaerite, Vochtenite, Weeksite, Yingjiangite",10
,,14963,"Smrkovec (Schönficht), Slavkovský Les Mtn, Mariánské Lázně (Marienbad), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic",Czech Republic,,,,,,,,"Autunite, Metatorbernite, Phosphowalpurgite, Phosphuranylite, Saléeite, Torbernite, Uraninite, Uranocircite-II, Walpurgite, Zippeite",10
675,483,4311,"Kamoto East Open Cut, Kamoto, Kolwezi District, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)",Democratic Republic Of Congo (Zaïre),,4332,"Luiswishi Mine, Lubumbashi (Elizabethville), Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)",OGR40_81,OGR40_81,Kristen002307,Kristen002312,"Astrocyanite-(Ce), Curite, Françoisite-(Nd), Kamotoite-(Y), Masuyite, Metatorbernite, Schoepite, Shabaite-(Nd), Sklodowskite, Uranophane-α",10
675,529.1,4332,"Luiswishi Mine, Lubumbashi (Elizabethville), Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)",Democratic Republic Of Congo (Zaïre),,4332,"Luiswishi Mine, Lubumbashi (Elizabethville), Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)",OGR40_81,OGR40_81,Kristen002307,Kristen002308,"Billietite, Cuprosklodowskite, Curite, Kasolite, Sengierite, Sklodowskite, Soddyite, Torbernite, Uranophane-α, Vandenbrandeite",10
,,1737,"La Faye Mine, Grury, Issy-l'Evêque, Saône-et-Loire, Bourgogne-Franche-Comté, France",France,,,,,,,,"Autunite, Dewindtite, Kasolite, Meta-autunite, Metatorbernite, Parsonsite, Torbernite, Uranophane-α, Uranopilite, Wölsendorfite",10
,,32248,"La Commanderie Mine, Le Temple, Deux-Sèvres, Nouvelle-Aquitaine, France",France,,,,,,,,"Autunite, Coffinite, Metatorbernite, Phosphuranylite, Sabugalite, Saléeite, Studtite, Torbernite, Uraninite, Uranophane-α",10
,,19668,"Margnac II Mine, Compreignac, Haute-Vienne, Nouvelle-Aquitaine, France",France,,,,,,,,"Autunite, Becquerelite, Ianthinite, Kasolite, Parsonsite, Sabugalite, Schoepite, Uraninite, Uranophane-α, Wölsendorfite",10
245,140,32283,"Kirchheimer Adit, Müllenbach U Deposit, Baden-Baden, Black Forest, Baden-Württemberg, Germany",Germany,,1762,"Müllenbach U Deposit, Baden-Baden, Black Forest, Baden-Württemberg, Germany",EJM21_817,EJM21_817,Pfaff2009tbl06-09,Pfaff2009tbl06-17,"Autunite, Joliotite, Liebigite, Metanováčekite, Phosphuranylite, Schoepite, Torbernite, Uraninite, Uranopilite, Zeunerite",10
,,16142,"Michael Mine, Weiler, Reichenbach, Lahr, Black Forest, Baden-Württemberg, Germany",Germany,,,,,,,,"Hügelite, Hallimondite, Kasolite, Metaheinrichite, Metanováčekite, Metazeunerite, Nováčekite-I, Nováčekite-II, Widenmannite, Zeunerite",10
142,127,5506,"Strel'tsovskoe Mo-U Ore Field, Krasnokamensk, Chitinskaya Oblast', Transbaikalia (Zabaykalye), Eastern-Siberian Region, Russia",Russia,,25160,"Oktyabr'skoe Mo-U Deposit, Strel'tsovskoe Mo-U Ore Field, Krasnokamensk, Chitinskaya Oblast', Transbaikalia (Zabaykalye), Eastern-Siberian Region, Russia",GI47_321,GI47_321,Mo-00200,Mo-00200,"Becquerelite, Curite, Fourmarierite, Hügelite, Masuyite, Metauranospinite, Schoepite, Trögerite, Uranospinite, Wölsendorfite",10
