#,Name,Mineral Name (plain),rank,IMA Formula,IMA Validity,Chemistry,Z (chemical formula units in the unit cell),Chemistry Elements,Elements,U redox,localities,localities (corrected any < 10),Db ID,Paragenetic mode,Metamorphic,Primary,Secondary,Abiotic,Biotic,Mineral name,v,IG,"IG,total","IG,n",H atoms,A. Min. cif,ICSD code,discovery,discovery method,max size (cm),color,luster,hard,avg hard,topology,anion topology,structure,pdf of Journal,Xstal data from mindat,structure type,a,b,c,α,β,γ,volume,crystal system,point group,space group,multiplicity,lattice,delta-Gf,delta-Hf,delta-Sf,Max Age (Ma),MinDat Locality ID,Unique Ages,Unique Ages (including parents),Locality,Location,Ref,Excel ID,Ruff locality link,Mindat locality link
112,Margaritasite,Margaritasite,,Cs2(UO2)2(VO4)2·H2O,A,Cs_2_(U^6+^O_2_)_2_(V^5+^O_4_)_2_·H_2_O,2,Cs U O S H,5,6,2,1,3025,"21,5",0,0,1,1,0,,36,3.17,114.117,0.613,0,1,15839,,,0.00003,yellow,,,,sheet,,,Y,N,,10.514,8.425,7.252,90,106.01,90,617.5,monoclinic,2/m,P21/ a,,P,,,,33.9,17024,0,3,"Mun. De Aldama, Chihuahua, Mexico","29.055,-105.67777777778",USGSOFR2009-1252,sedznpb-00315,http://rruff.info/mineral_list/locality.php?mineral_name=Margaritasite,https://www.mindat.org/min-2572.html
113,Markcooperite,Markcooperite,,Pb2(UO2)TeO6,A,Pb^2+^_2_(U^6+^O_2_)Te^6+^O_6_,2,Pb U O Te,4,6,2,2,5774,72,0,0,1,0,1,,24,2.752,66.039,0.6,0,1,,,,0.0003,orange,3,3,3,sheet,,,Y,N,,5.722,7.747,7.889,90,90.833,90,349.7,monoclinic,2/m,P21/c,,P,,,,946,87939,2,9,"Aga Mine, Otto Mountain, Baker, Soda Mts, Silver Lake District, San Bernardino Co., California, USA","35.271944444444,-116.095",GSAB101_1574,Kristen001915,http://rruff.info/mineral_list/locality.php?mineral_name=Markcooperite,https://www.mindat.org/min-39671.html
114,Markeyite,Markeyite,,Ca9(UO2)4(CO3)13·28H2O,A,Ca^2+^_9_(U^6+^O_2_)_4_(C^4+^O_3_)_13_·28H_2_O,,Ca U O C H,5,6,1,1,6616,"72,76",0,0,1,0,1,,,,,,,0,,,,,,,,,,,,In press,N,,17.969,18.4705,10.1136,90,90,90,,orthorhobic,2/m2/m2/m,Pmmn,,P,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Markeyite,https://www.mindat.org/min-51413.html
115,Marthozite,Marthozite,,Cu2+(UO2)3(Se4+O3)2O2·8H2O,A,Cu^2+^(U^6+^O_2_)_3_(Se^4+^O_3_)_2_O_2_·8H_2_O,4,Cu U O Se H,5,6,2,3,3035,72,0,0,1,0,1,,112,4.807,538.424,0.706,0,1,,,,0.004,yellow-green,,,,sheet,,,Y,N,,6.9879,16.4537,17.2229,90,90,90,1980.2,orthorhobic,mm2,Pbn21,,P,,,,675,4322,1,6,"Musonoi Mine (Musonoi Extension Mine), Kolwezi, Kolwezi District, Katanga (Shaba), Democratic Republic of the Congo","-10.726944444444,25.452777777778",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Marthozite,https://www.mindat.org/min-2582.html
116,Masuyite,Masuyite,,Pb(UO2)3O3(OH)2·3H2O,A,Pb^2+^(U^6+^O_2_)_3_O_3_(OH)_2_·3H_2_O,2,Pb U O H,4,6,21,21,3042,72,0,0,1,0,1,,38,4.248,161.421,0.809,0,1,87743,,,0.002,orange,2,,,sheet,,,Y,N,,12.241,7.008,6.983,90,90.402,90,599,monoclinic,m,Pn,,P,,,,675,4328,11,44,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.048333333333,26.550555555556",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Masuyite,https://www.mindat.org/min-2589.html
117,Mathesiusite,Mathesiusite,,K5(UO2)4(SO4)4(VO5)(H2O)4,A,K_5_(U^6+^O_2_)_4_(S^6+^O_4_)_4_(V^5+^O_5_)(H_2_O)_4_,2,K U O S V H,6,6,1,1,6210,"72,89",0,0,1,0,1,,100,3.684,368.386,0.554,0,1,,,,0.0002,yellow-green,2,2,2,sheet,,,Y,N,,14.9704,14.9704,6.817,90,90,90,1527.78,tetragonal,4/m,P4/n,,P,,,,0,188817,1,8,"Geschieber Vein, Svornost Mine (Einigkeit Mine), Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.3725,12.911666666667",AM102_595,Anthropocene-035,http://rruff.info/mineral_list/locality.php?mineral_name=Mathesiusite,https://www.mindat.org/min-43918.html
118,Meisserite,Meisserite,,Na5(UO2)(SO4)3(SO3OH)(H2O),A,Na_5_(U^6+^O_2_)(S^6+^O_4_)_3_(S^6+^O_3_OH)(H_2_O),2,Na U O S H,5,6,1,1,6204,"72,76",0,0,1,0,1,,64,5.031,322,0.839,1,1,,,,0.0003,green,2,2,2,chain,,,Y,N,,5.32317,11.5105,13.5562,102.864,97.414,91.461,801.739,triclinic,-1,P-1,,P,,,,0,38665,1,6,"Blue Lizard Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA","37.557222222222,-110.29694444444",AM102_595,Anthropocene-036,http://rruff.info/mineral_list/locality.php?mineral_name=Meisserite,https://www.mindat.org/min-43905.html
119,Meta-ankoleite,Meta-ankoleite,,K(UO2)(PO4)·3H2O,A,K(U^6+^O_2_)(P^5+^O_4_)·3H_2_O,1,K U O P H,5,6,10,10,3111,72,0,0,1,0,1,,,,,,,1,71328,,,0.001,yellow,2,2.0-3,2.5,,,,Online Journal,N,Natroautunite,6.993,6.993,8.891,90,90,90,434.8,tetragonal,4/m2/m2/m,P4/nmm,,P,,,,1180,3948,1,7,"Sterling Mine, Sterling Hill, Ogdensburg, Franklin Mining District, Sussex Co., New Jersey, USA","41.083333333333,-74.604444444444",USGSOFR2009-1252,sedznpb-00491,http://rruff.info/mineral_list/locality.php?mineral_name=Meta-ankoleite,https://www.mindat.org/min-2661.html
120,Meta-autunite,Meta-autunite,,Ca(UO2)2(PO4)2·6H2O,G,Ca^2+^(U^6+^O_2_)_2_(P^5+^O_4_)_2_·6H_2_O,4,Ca U O P H,5,6,379,379,3112,"72,75",0,0,1,0,1,,26,2.47,64.211,0.525,0,1,20378,,,,green,6,2-2.5,2.25,,,,Y,N,Meta-autunite,6.96,6.96,8.4,90,90,90,406.909,tetragonal,4/m2/m2/m,P4/nmm,,P,,,,1880.7,2814,84,274,"Murunskii Massif, Chara And Tokko Rivers Confluence, Aldan Shield, Sakha Republic (Saha Republic; Yakutia), Eastern-Siberian Region, Russia","58.366666666667,118.88333333333",GSLSP350_7,Kristen002515,http://rruff.info/mineral_list/locality.php?mineral_name=Meta-autunite,https://www.mindat.org/min-2662.html
121,Metacalciouranoite,Metacalciouranoite,,"(Ca,Na,Ba)U2O7·2H2O",A,"(Ca,Na,Ba)U^6+^_2_O_7_·2H_2_O",,Ca Na Ba U O H,6,6,1,1,3117,72,0,0,1,0,1,,,,,,,0,,,,,,,,,,,,N,N,Wölsendorfite,,,,,,,,,,,,,,,,142,25160,1,7,"Oktyabr'skoe Mo-U Deposit, Strel'tsovskoe Mo-U Ore Field, Krasnokamensk, Chitinskaya Oblast', Transbaikalia (Zabaykalye), Eastern-Siberian Region, Russia","50.091666666667,118.24944444444",GI47_321,Mo-00200,http://rruff.info/mineral_list/locality.php?mineral_name=Metacalciouranoite,https://www.mindat.org/min-2669.html
122,Metahaiweeite,Metahaiweeite,,Ca(UO2)2Si6O15·nH2O,A,Ca^2+^(U^6+^O_2_)_2_Si^4+^_6_O_15_·nH_2_O,,Ca U O Si O H,6,6,2,2,3120,72,0,0,1,0,1,,,,,,,0,,,,,,,,,,,,Y,N,,,,,,,,,,,,,,,,,510,3085,1,5,"Rössing Uranium Mine, Arandis, Swakopmund District, Erongo Region, Namibia","-22.478055555556,15.059722222222",CGSN8_5,Scott-CGSN8_5-0007,http://rruff.info/mineral_list/locality.php?mineral_name=Metahaiweeite,https://www.mindat.org/min-2663.html
123,Metaheinrichite,Metaheinrichite,,Ba(UO2)2(AsO4)2·8H2O,G,Ba^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·8H_2_O,2,Ba U O As H,5,6,19,19,3121,72,0,0,1,0,1,,,,,,,0,,,,0.001,yellow-green,2,2.5,2.5,,,,Y,N,,7.07,7.07,17.74,90,90,90,885.23,tetragonal,"4,4/m,422","P42,P42/m,P42 22",,P,,,,387,1782,11,35,"Clara Mine, Rankach Valley, Oberwolfach, Wolfach, Black Forest, Baden-Württemberg, Germany","48.383055555556,8.2463888888889",EJM21_817,EJM21_817tbl02-00027,http://rruff.info/mineral_list/locality.php?mineral_name=Metaheinrichite,https://www.mindat.org/min-2673.html
124,Metakahlerite,Metakahlerite,,Fe2+(UO2)2(AsO4)2·8H2O,G,Fe^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·8H_2_O,2,Fe U O As H,5,6,16,16,3124,72,0,0,1,0,1,,48,2.252,108.078,0.403,1,1,,,,,yellow,,2.0-3,2.5,,,,Y,N,,7.2072,9.8242,13.2708,75.67,84.024,81.839,897.678,triclinic,-1,P-1,,P,,,,354,14821,8,24,"Schweisweiler-Winnweiler U Occurrence, Winnweiler, Palatinate, Rhineland-Palatinate, Germany","49.579166666667,7.8361111111111",N/A,Hg-00059,http://rruff.info/mineral_list/locality.php?mineral_name=Metakahlerite,https://www.mindat.org/min-2676.html
125,Metakirchheimerite,Metakirchheimerite,,Co(UO2)2(AsO4)2·8H2O,G,Co^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·8H_2_O,2,Co U O As H,5,6,5,6,3125,72,0,0,1,0,1,,50,4.644,232.193,0.823,0,1,,,,0.00005,pale-pink,2,2-2.5,2.25,,,,Y,N,,7.1955,9.7715,13.2319,75.525,84.052,81.661,889.083,triclinic,-1,P-1,,P,,,,270,219037,5,20,"Jan Evangelista Vein (Johannes Evangelista Vein), Svornost Mine (Einigkeit Mine), Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50° 22' 21'' North , 12° 54' 42'' East (est.)",IAEA-TECDOC_1258,Kristen002438,http://rruff.info/mineral_list/locality.php?mineral_name=Metakirchheimerite,https://www.mindat.org/min-2677.html
126,Metalodèvite,Metalodevite,,Zn(UO2)2(AsO4)2·10H2O,A,Zn^4+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·10H_2_O,,Zn U O As H,5,6,6,6,3127,72,0,0,1,0,1,,,,,,,0,,,,0.0002,yellow-green,6,2.0-3,2.5,,,,Y,N,,7.16,7.16,17.2,90,90,90,,tetragonal,4/m,P42/m,,P,,,,1180,3948,6,25,"Sterling Mine, Sterling Hill, Ogdensburg, Franklin Mining District, Sussex Co., New Jersey, USA","41.083333333333,-74.604444444444",USGSOFR2009-1252,sedznpb-00491,http://rruff.info/mineral_list/locality.php?mineral_name=Metalodevite,https://www.mindat.org/min-2679.html
127,Metanatroautunite,Metanatroautunite,,Na(UO2)(PO4)·3H2O,Rn,Na(U^6+^O_2_)(P^5+^O_4_)·3H_2_O,4,Na U O P H,5,6,8,7,5060,"58,72",0,0,1,0,1,,48,2.252,108.078,0.403,0,1,,,,0.0007,yellow,2,2-2.5,2.25,sheet,,,Y,N,,6.9935,6.9935,17.5101,90,90,90,856.402,tetragonal,4/m2/m2/m,P4/ncc,,P,,,,398,202,1,5,"Lake Boga Granite Quarry, Lake Boga, Swan Hill Rural City, Victoria, Australia","-35.551666666667,143.58138888889",AEJS55_281,Kristen000016,http://rruff.info/mineral_list/locality.php?mineral_name=Metanatroautunite,https://www.mindat.org/min-3705.html
128,Metanováčekite,Metanovacekite,,Mg(UO2)2(AsO4)2·8H2O,Rn,Mg^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·8H_2_O,,Mg U O As H,5,6,26,26,3129,72,0,0,1,0,1,,,,,,,0,,,,0.001,yellow,2,2.5,2.5,,,,Y,N,,7.201,9.755,13.27,75.54,83.84,81.87,891,triclinic,-1,P-1,,P,,,,1814,247387,18,73,"Zimmer Lake Area, Athabasca Basin, Saskatchewan, Canada","57.1575,-105.7475",GSLSP350_7,Kristen002522,http://rruff.info/mineral_list/locality.php?mineral_name=Metanovacekite,https://www.mindat.org/min-2681.html
129,Metarauchite,Metarauchite,,Ni(UO2)2(AsO4)2·8H2O,A,Ni^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·8H_2_O,2,Ni U O As H,5,6,5,5,5710,72,0,0,1,0,1,,,,,,,0,,,,0.0008,yellow-green,2,2,2,sheet,,,Y,N,Autunite,7.194,9.713,13.201,75.79,83.92,81.59,882.2,triclinic,-1,P-1,,P,,,,356,12451,5,24,"Belorechenskoe Deposit (Belorechenskoye; Dakhovskoe; Belaya Rechka), Adygea Republic (Adygeya), Northern Caucasus Region, Russia","44.153888888889,40.180277777778",DES416_1018,Alexandra-0074,http://rruff.info/mineral_list/locality.php?mineral_name=Metarauchite,https://www.mindat.org/min-39220.html
130,Metasaléeite,Metasaleeite,,Mg(UO2)2(PO4)2·8H2O,G,Mg^2+^(U^6+^O_2_)_2_(P^5+^O_4_)_2_·8H_2_O,,Mg U O P H,5,6,10,10,5423,75,0,0,1,0,1,,,,,,,0,,,,0.002,yellow,,2.0-3,2.5,,,,Y,N/A,,,,,,,,,,,,,,,,,675,44003,3,11,"Kamoto, Kolwezi District, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-10.716666666667,25.411944444444",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Metasaleeite,https://www.mindat.org/min-2664.html
131,Metaschoepite,Metaschoepite,,(UO2)8O2(OH)12·10H2O,G,(U^6+^O_2_)_8_O_2_(OH)_12_·10H_2_O,8,U O H,3,6,14,14,3132,75,0,0,1,0,1,,196,4.676,916.483,0.614,0,1,280386,,,,yellow,2,,,sheet,,,Y,N,,14.6801,14.0287,16.7196,90,90,90,3443.28,orthorhombic,2/m2/m2/m,Pbcn,,P,,,,675,4328,9,48,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.048333333333,26.550555555556",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Metaschoepite,https://www.mindat.org/min-2684.html
132,Metastudtite,Metastudtite,,UO4·2H2O,A,U^6+^O_4_·2H_2_O,4,U O H,3,6,2,2,3135,"47,72,75",0,0,1,0,1,,,,,,,0,,,,0.000001,yellow,6,,,chain,,,Y,N,,8.677,6.803,8.506,90,90,90,502.06,orthorhombic,2/m2/m2/m,Pnma,,P,,,,675,44003,2,7,"Kamoto, Kolwezi District, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-10.716666666667,25.411944444444",OGR40_81,Kristen002312,http://rruff.info/mineral_list/locality.php?mineral_name=Metastudtite,https://www.mindat.org/min-2687.html
133,Metatorbernite,Metatorbernite,,Cu(UO2)2(PO4)2·8H2O,G,Cu^2+^(U^6+^O_2_)_2_(P^5+^O_4_)_2_·8H_2_O,2,Cu U O P H,5,6,429,429,3137,"72,75",0,0,1,0,1,,50,3.364,168.193,0.596,0,1,73256,,,2,green,2,2.5,2.5,sheet,,,Y,N,,6.96519,6.96519,17.3102,90,90,90,839.785,orthorhombic,4/m,P4/n,,P,,,,1757,41443,103,343,"Ranger No. 3 Deposit (Ranger No. 3 Pit), Ranger Mine (Ranger Uranium Mine), Kakadu, West Arnhem Region, Northern Territory, Australia","-12.683333333333,132.91666666667",EG82_857,EG82_857-1,http://rruff.info/mineral_list/locality.php?mineral_name=Metatorbernite,https://www.mindat.org/min-2689.html
134,Metatyuyamunite,Metatyuyamunite,,Ca(UO2)2(VO4)2·3H2O,G,Ca^2+^(U^6+^O_2_)_2_(V^5+^O_4_)_2_·3H_2_O,4,Ca U O V H,5,6,126,126,3138,"72,75",0,0,1,0,1,,,,,,,0,,,,0.003,yellow,3,2,2,,,,Y,N,Fritzscheite,10.63,8.36,16.96,90,90,90,,orthorhombic,,,,,,,,1700,17377,21,89,"Pennington Co., South Dakota, USA","43.955833333333,-103.37388888889",AM75_631,Alexandra-0372,http://rruff.info/mineral_list/locality.php?mineral_name=Metatyuyamunite,https://www.mindat.org/min-2690.html
135,Metauramphite,Metauramphite,,(NH4)2(UO2)2(PO4)2·6H2O,Q,(N^3+^H_4_)_2_(U^6+^O_2_)_2_(P^5+^O_4_)_2_·6H_2_O,,N H U O P,5,6,0,0,5506,,,,,,,,,,,,,0,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Metauramphite,https://www.mindat.org/min-46644.html
136,Metauranocircite-I,Metauranocircite-I,,Ba(UO2)2(PO4)2·6H2O,Rn,Ba^2+^(U^6+^O_2_)_2_(P^5+^O_4_)_2_·6H_2_O,2,Ba U O P H,5,6,0,37,3113,72,0,0,1,0,1,,48,4.585,220.078,0.821,0,1,17042,,,2,yellow,8,2-2.5,2.25,sheet,,,Y,N,,6.943,17.634,6.952,90,90.023,90,851.2,monoclinic,2,P21,,P,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Metauranocircite-I,https://www.mindat.org/min-2665.html
137,Metauranopilite,Metauranopilite,,(UO2)6(SO4)(OH)10·5H2O,Rn,(U^6+^O_2_)_6_(S^6+^O_4_)(OH)_10_·5H_2_O,,U O S H,4,6,5,6,3114,"72,75",0,0,1,0,1,,,,,,,0,,,,,yellow,,,,,,,Y,N,,,,,,,,,,,,,,,,,270,777,2,11,"Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.372222222222,12.894166666667",IAEA-TECDOC_1258,Kristen002438,http://rruff.info/mineral_list/locality.php?mineral_name=Metauranopilite,https://www.mindat.org/min-2666.html
138,Metauranospinite,Metauranospinite,,Ca(UO2)2(AsO4)2·8H2O,Rn,Ca^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·8H_2_O,2,Ca U O As H,5,6,13,13,3115,72,0,0,1,0,1,,,,,,,0,,,,,yellow,6,2.0-3,2.5,,,,Y,Y,,7.14,7.14,17,90,90,90,866.65,tetragonal,4/m,P42/n,,P,,,,354,14821,10,44,"Schweisweiler-Winnweiler U Occurrence, Winnweiler, Palatinate, Rhineland-Palatinate, Germany","49.579166666667,7.8361111111111",N/A,Hg-00059,http://rruff.info/mineral_list/locality.php?mineral_name=Metauranospinite,https://www.mindat.org/min-2667.html
139,Metavandendriesscheite,Metavandendriesscheite,,PbU7O22·nH2O,G,Pb^2+^U^6+^_7_O_22_·nH_2_O,,Pb U H O,4,6,2,2,3139,72,0,0,1,0,1,,,,,,,0,,,,,amber-yellow,,3,3,,,,Y,N,,14.07,41.31,43.33,90,90,90,25185,orthorhombic,"2/m2/m2/m,mm2,mm2","Pmma,P21ma,Pm2a",,P,,,,675,4328,2,9,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.048333333333,26.550555555556",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Metavandendriesscheite,https://www.mindat.org/min-2691.html
140,Metavanmeersscheite,Metavanmeersscheite,,U(UO2)3(PO4)2(OH)6·2H2O,A,U^6+^(U^6+^O_2_)_3_(P^5+^O_4_)_2_(OH)_6_·2H_2_O,32,U O P H,4,6,4,5,3140,"72,75",0,0,1,0,1,,,,,,,0,,,,0.0004,yellow,,,,sheet,,,N,N,,34.18,33.88,14.074,90,90,90,16293.32,orthorhombic,2/m2/m2/m,Fddd,,F,,,,975.3,4313,3,14,"Kobokobo Pegmatite, Mwenga, Sud-Kivu, Democratic Republic Of Congo (Zaïre)","-3.0833333333333,27.133333333333",OGR64_667,Alexandra-0228,http://rruff.info/mineral_list/locality.php?mineral_name=Metavanmeersscheite,https://www.mindat.org/min-2692.html
141,Metavanuralite,Metavanuralite,,Al(UO2)2(VO4)2(OH)·8H2O,A,Al^3+^(U^6+^O_2_)_2_(V^5+^O_4_)_2_(OH)·8H_2_O,2,Al U O V P H,6,6,3,3,3141,72,0,0,1,0,1,,,,,,,0,,,,,yellow,4,,,,,,Y,N,,10.46,8.44,10.43,75.53,102.5,90,869.24,triclinic,-1,P-1,,P,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Metavanuralite,https://www.mindat.org/min-2693.html
142,Metazellerite,Metazellerite,,Ca(UO2)(CO3)2·3H2O,A,Ca^2+^(U^6+^O_2_)(C^4+^O_3_)_2_·3H_2_O,4,Ca U O C H,5,6,4,4,3146,75,0,0,1,0,1,,,,,,,0,,,,,yellow,10,,,,,,Y,N,,9.718,18.226,4.965,90,90,90,879.5,orthorhombic,"mm2,2/m2/m2/m","Pmn21,Pmnm",,P,,,,270,4457,2,12,"Elias Mine, Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.373055555556,12.885",IAEA-TECDOC_1258,Kristen002438,http://rruff.info/mineral_list/locality.php?mineral_name=Metazellerite,https://www.mindat.org/min-2697.html
143,Metazeunerite,Metazeunerite,,Cu(UO2)2(AsO4)2·8H2O,G,Cu^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·8H_2_O,2,Cu U O As H,5,6,176,176,3147,72,0,0,1,0,1,,82,3.797,311.319,0.597,1,1,38122,,,3.5,green,2,2-2.5,2.25,sheet,,,Y,N,,7.1049,7.1049,17.416,90,90,90,880.267,tetragonal,4/m,P4/n,,P,,,,1850,260472,69,235,"Nicholson No. 1 (""No. 1 Zone Extension"" Vein), Consolidated Nicholson Mines, Goldfields District, Beaverlodge Lake Area, Saskatchewan, Canada","59.46,-108.43666666667",N/A,Hg-00086,http://rruff.info/mineral_list/locality.php?mineral_name=Metazeunerite,https://www.mindat.org/min-2698.html
144,Moctezumite,Moctezumite,,Pb(UO2)(Te4+O3)2,A,Pb^2+^(U^6+^O_2_)(Te^4+^O_3_)_2_,4,Pb U O Te,4,6,1,1,3184,72,0,0,1,0,1,,48,3.585,172.078,0.642,0,1,73442,,,0.003,orange,9,3,3,chain,,,Y,N,,7.813,7.061,13.775,90,93.71,90,758.341,monoclinic,2/m,P21/c,,P,,,,48,2356,1,5,"Moctezuma Mine (Bambolla Mine), Moctezuma, Mun. De Moctezuma, Sonora, Mexico","29.8,-109.66666666667",N/A,Mo-00034,http://rruff.info/mineral_list/locality.php?mineral_name=Moctezumite,https://www.mindat.org/min-2737.html
145,Moluranite,Moluranite,,H4U4+(UO2)3(MoO4)7·18H2O,G,H_4_U^4+^(U^6+^O_2_)_3_(Mo^6+^O_4_)_7_·18H_2_O,,H U O Mo,4,"4,6",3,3,3191,"72,78",0,0,1,0,1,,,,,,,0,,,,,black,4,3.0-4,3.5,,,,N,N,,,,,,,,,,,,,,,,,1880.7,14723,2,12,"Aleksandrovskii Golets Mo-U Occurrence, Torgo River Basin, Chara And Tokko Rivers Confluence, Aldan Shield, Sakha Republic (Saha Republic; Yakutia), Eastern-Siberian Region, Russia",N/A,GSLSP350_7,Kristen002515,http://rruff.info/mineral_list/locality.php?mineral_name=Moluranite,https://www.mindat.org/min-2744.html
146,Moreauite,Moreauite,,Al3(UO2)(PO4)3(OH)2·13H2O,A,Al^3+^_3_(U^6+^O_2_)(P^5+^O_4_)_3_(OH)_2_·13H_2_O,16,Al U O P H,5,6,2,2,3227,72,0,0,1,0,1,,,,,,,0,,,,0.0002,yellowish-green,2,,,,,,N,"N, from abstract",,23.41,21.44,18.34,90,92,90,,monoclinic,2/m,P21/c,,P,,,,975.3,4313,1,4,"Kobokobo Pegmatite, Mwenga, Sud-Kivu, Democratic Republic Of Congo (Zaïre)","-3.0833333333333,27.133333333333",OGR64_667,Alexandra-0228,http://rruff.info/mineral_list/locality.php?mineral_name=Moreauite,https://www.mindat.org/min-2780.html
147,Mourite,Mourite,,(UO2)(Mo6+)5O16·5H2O,A,(U^6+^O_2_)(Mo^6+^)_5_O_16_·5H_2_O,4,U O Mo H,4,6,2,2,3243,"72,78,87",0,0,1,0,1,,,,,,,0,,,,0.0005,violet,3,3,3,,,,Y,N,,24.42,7.183,9.893,90,102,90,,monoclinic,"m,2/m","Pa,P2/a",,P,,,,416,14726,2,9,"Kyzylsai Mo-U Deposit, Chu-Ili Mts, Almaty Province (Almaty Oblysy; Almati Oblast'), Kazakhstan","45.1,73.966666666667",PTCV24_163,Mo-00136,http://rruff.info/mineral_list/locality.php?mineral_name=Mourite,https://www.mindat.org/min-2797.html
148,Mundite,Mundite,,Al(UO2)3(PO4)2(OH)3·5.5H2O,A,Al^3+^(U^6+^O_2_)_3_(P^5+^O_4_)_2_(OH)_3_·5.5H_2_O,16,Al U O P H,5,6,2,2,3255,72,0,0,1,0,1,,,,,,,0,,,,0.0005,yellow,2,,,,,,N,N,,17.08,30.98,13.76,90,90,90,7280.94,orthorhombic,"mm2,2/m2/m2/m","P21cn,Pmcn",,P,,,,975.3,4313,1,4,"Kobokobo Pegmatite, Mwenga, Sud-Kivu, Democratic Republic Of Congo (Zaïre)","-3.0833333333333,27.133333333333",OGR64_667,Alexandra-0228,http://rruff.info/mineral_list/locality.php?mineral_name=Mundite,https://www.mindat.org/min-2808.html
149,Natroboltwoodite,Natroboltwoodite,,Na(UO2)(SiO3OH)·H2O,Rn,Na(U^6+^O_2_)(Si^4+^O_3_OH)·H_2_O,,Na U O Si H,5,6,2,2,4133,72,0,0,1,0,1,,,,,,,0,,,,,yellow,9,,,sheet,,,Y,N,,7.0772,7.0597,6.6479,90,104.982,90,320.9,monoclinic,2/m,P21/m,,P,,,,418,2697,2,9,"Lovozero Massif, Kola Peninsula, Murmanskaja Oblast', Northern Region, Russia","67.882222222222,34.633055555556",USGSOFR02_189,ree-00538,http://rruff.info/mineral_list/locality.php?mineral_name=Natroboltwoodite,https://www.mindat.org/min-3692.html
150,Natrouranospinite,Natrouranospinite,,Na2(UO2)2(AsO4)2·5H2O,Rn,Na_2_(U^6+^O_2_)_2_(As^5+^O_4_)_2_·5H_2_O,1,Na U O As H,5,6,12,12,4135,72,0,0,1,0,1,,,,,,,0,,,,2,yellow,2,2.0-3,2.5,,,,N,Y,Natroautunite,7.12,7.12,8.61,90,90,90,436.48,tetragonal,4/m2/m2/m,P4/nmm,,P,,,,600,5621,8,28,"Měděnec (Kupferberg), Klášterec Nad Ohří, Krušné Hory Mts (Erzgebirge), Ústí Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.425555555556,13.102222222222",BOOK_MPLMEV_2008,Alexandra-0422,http://rruff.info/mineral_list/locality.php?mineral_name=Natrouranospinite,https://www.mindat.org/min-3693.html
